81,WETH Balance Check,eth_call,"{""id"":81,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
82,Current Block,eth_blockNumber,"{""id"":82,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
83,WETH Balance Check,eth_call,"{""id"":83,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
84,Latest Block Details,eth_getBlockByNumber,"{""id"":84,""jsonrpc"":""2.0"",""method"":""eth_getBlockByNumber"",""params"":[""latest"",false]}"
85,WETH Balance Check,eth_call,"{""id"":85,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
86,Vitalik's Balance,eth_getBalance,"{""id"":86,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
87,WETH Balance Check,eth_call,"{""id"":87,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
88,WETH Balance Check,eth_call,"{""id"":88,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
89,Latest Block Details,eth_getBlockByNumber,"{""id"":89,""jsonrpc"":""2.0"",""method"":""eth_getBlockByNumber"",""params"":[""latest"",false]}"
90,WETH Balance Check,eth_call,"{""id"":90,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
91,WETH Balance Check,eth_call,"{""id"":91,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
92,Current Block,eth_blockNumber,"{""id"":92,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
93,Current Block,eth_blockNumber,"{""id"":93,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
94,WETH Balance Check,eth_call,"{""id"":94,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
95,Latest Block Details,eth_getBlockByNumber,"{""id"":95,""jsonrpc"":""2.0"",""method"":""eth_getBlockByNumber"",""params"":[""latest"",false]}"
96,WETH Balance Check,eth_call,"{""id"":96,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
97,Current Block,eth_blockNumber,"{""id"":97,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
98,Current Block,eth_blockNumber,"{""id"":98,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
99,Current Block,eth_blockNumber,"{""id"":99,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
100,Vitalik's TX Count,eth_getTransactionCount,"{""id"":100,""jsonrpc"":""2.0"",""method"":""eth_getTransactionCount"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
101,Vitalik's Balance,eth_getBalance,"{""id"":101,""jsonrpc"":""2.0"",""method"":""eth_getBalance"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
102,Latest Block Details,eth_getBlockByNumber,"{""id"":102,""jsonrpc"":""2.0"",""method"":""eth_getBlockByNumber"",""params"":[""latest"",false]}"
103,Current Block,eth_blockNumber,"{""id"":103,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
104,WETH Balance Check,eth_call,"{""id"":104,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
105,Current Block,eth_blockNumber,"{""id"":105,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
106,WETH Balance Check,eth_call,"{""id"":106,""jsonrpc"":""2.0"",""method"":""eth_call"",""params"":[{""data"":""0x70a08231000000000000000000000000000000000000000000000000000000000000000a"",""to"":""0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2""}]}"
107,Vitalik's TX Count,eth_getTransactionCount,"{""id"":107,""jsonrpc"":""2.0"",""method"":""eth_getTransactionCount"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
108,Current Block,eth_blockNumber,"{""id"":108,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
109,Current Block,eth_blockNumber,"{""id"":109,""jsonrpc"":""2.0"",""method"":""eth_blockNumber"",""params"":[]}"
110,Vitalik's TX Count,eth_getTransactionCount,"{""id"":110,""jsonrpc"":""2.0"",""method"":""eth_getTransactionCount"",""params"":[""0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045"",""latest""]}"
